namespace,key,current_value
twilightforest,advancement.twilightforest.progress_merge,Ultimate Showdown
twilightforest,advancement.twilightforest.progress_merge.desc,"Slay the %s, %s, and %s to clear the acid rain and embolden yourself for the Highlands."
twilightforest,advancement.twilightforest.troll,We Do a Little Trolling
twilightforest,advancement.twilightforest.troll.desc,Find and kill a %s.
twilightforest,advancement.twilightforest.beanstalk,Jack and the Beanstalk
twilightforest,advancement.twilightforest.beanstalk.desc,Obtain some %s in the troll caves and use them on the glowing soil beneath the clouds.
twilightforest,advancement.twilightforest.giants,I'm on Cloud Nine
twilightforest,advancement.twilightforest.giants.desc,"Kill a %s in the clouds, retrieve a %s, and return back to the troll caves."
twilightforest,advancement.twilightforest.progress_troll,I Wish For More Burning
twilightforest,advancement.twilightforest.progress_troll.desc,"Find the %s in the troll caves, and you can burn away the thorn barriers."
twilightforest,advancement.twilightforest.progress_thorns,Past the Thorns [NYI]
twilightforest,advancement.twilightforest.progress_thorns.desc,"Make it past the Thornlands, and unlock the door of the castle."
twilightforest,advancement.twilightforest.progress_castle,So Castle Very Wow [NYI]
twilightforest,advancement.twilightforest.progress_castle.desc,What could even be in that castle?!?
twilightforest,advancement.twilightforest.twilight_dining,We Dine At Eternal Sundown
twilightforest,advancement.twilightforest.twilight_dining.desc,Eat ALL of the Food exclusive to the Twilight Forest.
twilightforest,advancement.twilightforest.experiment_115_3,"Eating 115 Everyday, 115 Years, Forever"
twilightforest,advancement.twilightforest.experiment_115_3.desc,"eating experiment one-hundred-fifteen all day, forever, one-hundred-fifteen times experiment one-hundred-fifteen, experiment one-hundred-fifteen dot com, double-u double-u double-u dot experiment one-hundred-fifteen dot com, one-hundred-fifteen years, every minute experiment one-hundred-fifteen dot com, double-u double-u double-u dot one-hundred-fifteen times experiment one-hundred-fifteen dot com"
twilightforest,advancement.twilightforest.arborist,Maniacal Dendrologist
twilightforest,advancement.twilightforest.arborist.desc,"Get your axes and shears ready. Search every nook and cranny and get anything and everything that comes from trees! Craft, loot, obtain every slab... sapling... leaves... more... everything. ALL OF IT!"
twilightforest,twilightforest.twilight_portal.unsafe,It doesn't seem safe here...
twilightforest,twilightforest.trophy_pedestal.ineligible,You are unworthy.
twilightforest,twilightforest.ore_meter.range,"Radius: %s, Origin: [%s, %s]"
twilightforest,twilightforest.ore_meter.exposed,Exposed: %s
twilightforest,twilightforest.scepter_charges,%d charges left
twilightforest,commands.tffeature.usage,/tffeature <info|reactivate|conquer|center>
twilightforest,commands.tffeature.not_in_twilight_forest,You are not in the Twilight Forest dimension
twilightforest,commands.tffeature.none_nearby,Couldn't find a feature nearby!
twilightforest,commands.tffeature.nearest,The nearest feature is: %s
twilightforest,commands.tffeature.center,Center of feature: %s
twilightforest,commands.tffeature.chunk,Located in feature chunk: %s
twilightforest,commands.tffeature.structure.inside,You are in the structure for that feature
twilightforest,commands.tffeature.structure.outside,You are not in the structure for that feature
twilightforest,commands.tffeature.structure.required,You are not in a structure
twilightforest,commands.tffeature.structure.conquer.status,Structure conquer flag: %s
twilightforest,commands.tffeature.structure.conquer.update,"Structure conquer flag was %s, changing to %s"
twilightforest,commands.tffeature.structure.spawn_list,Spawn list for this area is:
twilightforest,biome.twilightforest.forest,Twilight Forest
twilightforest,biome.twilightforest.dense_forest,Dense Forest
twilightforest,biome.twilightforest.firefly_forest,Firefly Forest
twilightforest,biome.twilightforest.clearing,Twilight Clearing
twilightforest,biome.twilightforest.oak_savannah,Oak Savanna
twilightforest,biome.twilightforest.stream,Twilight Stream
twilightforest,biome.twilightforest.lake,Twilight Lake
twilightforest,biome.twilightforest.mushroom_forest,Mushroom Forest
twilightforest,biome.twilightforest.dense_mushroom_forest,Dense Mushroom Forest
twilightforest,biome.twilightforest.enchanted_forest,Enchanted Forest
twilightforest,biome.twilightforest.spooky_forest,Spooky Forest
twilightforest,biome.twilightforest.swamp,Twilight Swamp
twilightforest,biome.twilightforest.fire_swamp,Fire Swamp
twilightforest,biome.twilightforest.dark_forest,Dark Forest
twilightforest,biome.twilightforest.dark_forest_center,Dark Forest Center
twilightforest,biome.twilightforest.snowy_forest,Snowy Forest
twilightforest,biome.twilightforest.glacier,Twilight Glacier
twilightforest,biome.twilightforest.highlands,Twilight Highlands
twilightforest,biome.twilightforest.thornlands,Thornlands
twilightforest,biome.twilightforest.final_plateau,Final Plateau
twilightforest,gamerule.tfEnforcedProgression,Twilight Forest Progression
twilightforest,enchantment.twilightforest.fire_react,Fire React
twilightforest,enchantment.twilightforest.fire_react.desc,Adds a chance for the attacker to be set on fire after hitting the wearer.
twilightforest,enchantment.twilightforest.chill_aura,Chill Aura
twilightforest,enchantment.twilightforest.chill_aura.desc,Adds a chance for the attacker to gain the frosted effect after hitting the wearer.
twilightforest,enchantment.twilightforest.destruction,Destruction
twilightforest,enchantment.twilightforest.destruction.desc,Allows the Block and Chain to break blocks with a higher mining tier.
twilightforest,block.twilightforest.twilight_oak_log,Twilight Oak Log
twilightforest,block.twilightforest.canopy_log,Canopy Tree Log
twilightforest,block.twilightforest.mangrove_log,Mangrove Log
twilightforest,block.twilightforest.dark_log,Darkwood Log
twilightforest,block.twilightforest.stripped_twilight_oak_log,Stripped Twilight Oak Log
twilightforest,block.twilightforest.stripped_canopy_log,Stripped Canopy Tree Log
twilightforest,block.twilightforest.stripped_mangrove_log,Stripped Mangrove Log
twilightforest,block.twilightforest.stripped_dark_log,Stripped Darkwood Log
twilightforest,block.twilightforest.twilight_oak_wood,Twilight Oak Wood
twilightforest,block.twilightforest.canopy_wood,Canopy Tree Wood
twilightforest,block.twilightforest.mangrove_wood,Mangrove Wood
twilightforest,block.twilightforest.dark_wood,Darkwood
twilightforest,block.twilightforest.stripped_twilight_oak_wood,Stripped Twilight Oak Wood
twilightforest,block.twilightforest.stripped_canopy_wood,Stripped Canopy Tree Wood
twilightforest,block.twilightforest.stripped_mangrove_wood,Stripped Mangrove Wood
twilightforest,block.twilightforest.stripped_dark_wood,Stripped Darkwood
twilightforest,block.twilightforest.twilight_oak_leaves,Twilight Oak Leaves
twilightforest,block.twilightforest.canopy_leaves,Canopy Tree Leaves
twilightforest,block.twilightforest.mangrove_leaves,Mangrove Leaves
twilightforest,block.twilightforest.rainbow_oak_leaves,Rainbow Oak Leaves
twilightforest,block.twilightforest.twilight_portal,Twilight Forest Portal
twilightforest,block.twilightforest.mazestone,Mazestone
twilightforest,block.twilightforest.mazestone_brick,Mazestone Brick
twilightforest,block.twilightforest.cut_mazestone,Cut Mazestone
twilightforest,block.twilightforest.decorative_mazestone,Decorative Mazestone Brick
twilightforest,block.twilightforest.cracked_mazestone,Cracked Mazestone Brick
twilightforest,block.twilightforest.mossy_mazestone,Mossy Mazestone Brick
twilightforest,block.twilightforest.mazestone_mosaic,Mazestone Mosaic
twilightforest,block.twilightforest.mazestone_border,Mazestone Border
twilightforest,block.twilightforest.spiral_bricks,Spiral Bricks
twilightforest,block.twilightforest.naga_boss_spawner,Naga Boss Spawner
twilightforest,block.twilightforest.lich_boss_spawner,Lich Boss Spawner
twilightforest,block.twilightforest.minoshroom_boss_spawner,Minoshroom Boss Spawner
twilightforest,block.twilightforest.hydra_boss_spawner,Hydra Boss Spawner
twilightforest,block.twilightforest.knight_phantom_boss_spawner,Knight Phantom Boss Spawner
twilightforest,block.twilightforest.ur_ghast_boss_spawner,Ur-Ghast Boss Spawner
twilightforest,block.twilightforest.alpha_yeti_boss_spawner,Alpha Yeti Boss Spawner
twilightforest,block.twilightforest.snow_queen_boss_spawner,Snow Queen Boss Spawner
twilightforest,block.twilightforest.final_boss_boss_spawner,Final Boss Boss Spawner
twilightforest,block.twilightforest.firefly_jar,Firefly Jar
twilightforest,block.twilightforest.firefly_particle_spawner,Firefly Particle Spawner
twilightforest,block.twilightforest.firefly_spawner_radius,Firefly Particle Radius: %s Blocks
twilightforest,block.twilightforest.cicada_jar,Cicada Jar
twilightforest,block.twilightforest.moss_patch,Moss Patch
twilightforest,block.twilightforest.mayapple,Mayapple
twilightforest,block.twilightforest.clover_patch,Clover Patch
twilightforest,block.twilightforest.fiddlehead,Fiddlehead
twilightforest,block.twilightforest.mushgloom,Mushgloom
twilightforest,block.twilightforest.torchberry_plant,Torchberry Plant
twilightforest,block.twilightforest.root_strand,Root Strands
twilightforest,block.twilightforest.fallen_leaves,Leaf Pile
twilightforest,block.twilightforest.liveroot_block,Liveroots
twilightforest,block.twilightforest.mangrove_root,Mangrove Roots
twilightforest,block.twilightforest.uncrafting_table,Uncrafting Table
twilightforest,container.uncrafting_table.disabled,Uncrafting is disabled via config
twilightforest,container.uncrafting_table.disabled_item,Uncrafting this item is disabled.
twilightforest,block.twilightforest.encased_smoker,Encased Smoker
twilightforest,block.twilightforest.encased_fire_jet,Encased Fire Jet
twilightforest,block.twilightforest.nagastone_head,Nagastone Head
twilightforest,block.twilightforest.nagastone,Nagastone
twilightforest,block.twilightforest.twilight_oak_sapling,Sickly Twilight Oak Sapling
twilightforest,block.twilightforest.canopy_sapling,Canopy Tree Sapling
twilightforest,block.twilightforest.mangrove_sapling,Mangrove Sapling
twilightforest,block.twilightforest.darkwood_sapling,Darkwood Sapling
twilightforest,block.twilightforest.hollow_oak_sapling,Robust Twilight Oak Sapling
twilightforest,block.twilightforest.time_sapling,Tree of Time Sapling
twilightforest,block.twilightforest.transformation_sapling,Tree of Transformation Sapling
twilightforest,block.twilightforest.mining_sapling,Miner's Tree Sapling
twilightforest,block.twilightforest.sorting_sapling,Sorting Tree Sapling
twilightforest,block.twilightforest.rainbow_oak_sapling,Rainbow Oak Sapling
twilightforest,block.twilightforest.moonworm,Moonworm
twilightforest,block.twilightforest.time_log,Timewood Log
twilightforest,block.twilightforest.transformation_log,Transwood Log
twilightforest,block.twilightforest.mining_log,Minewood Log
twilightforest,block.twilightforest.sorting_log,Sortingwood Log
twilightforest,block.twilightforest.stripped_time_log,Stripped Timewood Log
twilightforest,block.twilightforest.stripped_transformation_log,Stripped Transwood Log
twilightforest,block.twilightforest.stripped_mining_log,Stripped Minewood Log
twilightforest,block.twilightforest.stripped_sorting_log,Stripped Sortingwood Log
twilightforest,block.twilightforest.sorting_wood,Sortingwood
twilightforest,block.twilightforest.mining_wood,Minewood
twilightforest,block.twilightforest.transformation_wood,Transwood
twilightforest,block.twilightforest.time_wood,Timewood
twilightforest,block.twilightforest.stripped_sorting_wood,Stripped Sortingwood
twilightforest,block.twilightforest.stripped_mining_wood,Stripped Minewood
twilightforest,block.twilightforest.stripped_transformation_wood,Stripped Transwood
twilightforest,block.twilightforest.stripped_time_wood,Stripped Timewood
twilightforest,block.twilightforest.time_log_core,Timewood Clock
twilightforest,block.twilightforest.transformation_log_core,Heart of Transformation
twilightforest,block.twilightforest.mining_log_core,Minewood Core
twilightforest,block.twilightforest.sorting_log_core,Sortingwood Engine
twilightforest,block.twilightforest.time_leaves,Timewood Leaves
twilightforest,block.twilightforest.transformation_leaves,Leaves of Transformation
twilightforest,block.twilightforest.mining_leaves,Miner's Leaves
twilightforest,block.twilightforest.sorting_leaves,Sorting Leaves
twilightforest,block.twilightforest.towerwood,Towerwood Planks
twilightforest,block.twilightforest.encased_towerwood,Encased Towerwood
twilightforest,block.twilightforest.cracked_towerwood,Cracked Towerwood
twilightforest,block.twilightforest.mossy_towerwood,Mossy Towerwood
twilightforest,block.twilightforest.infested_towerwood,Infested Towerwood
twilightforest,block.twilightforest.reappearing_block,Reappearing Block
twilightforest,block.twilightforest.vanishing_block,Vanishing Block
twilightforest,block.twilightforest.locked_vanishing_block,Locked Vanishing Block
twilightforest,block.twilightforest.carminite_builder,Carminite Builder
twilightforest,block.twilightforest.built_block,Built Block
twilightforest,block.twilightforest.antibuilder,Anti-builder
twilightforest,block.twilightforest.antibuilt_block,Anti-built Block
twilightforest,block.twilightforest.ghast_trap,Ghast Trap
twilightforest,block.twilightforest.carminite_reactor,Carminite Reactor
twilightforest,block.twilightforest.reactor_debris,Reactor Debris
twilightforest,block.twilightforest.fake_gold,False Gold
twilightforest,block.twilightforest.fake_diamond,False Diamond
twilightforest,block.twilightforest.trophy,Twilight Forest Trophy
twilightforest,block.twilightforest.stronghold_shield,Stronghold Shield
twilightforest,block.twilightforest.trophy_pedestal,Trophy Pedestal
twilightforest,block.twilightforest.aurora_block,Aurora Block
twilightforest,block.twilightforest.underbrick,Underbrick
twilightforest,block.twilightforest.mossy_underbrick,Mossy Underbrick
twilightforest,block.twilightforest.cracked_underbrick,Cracked Underbrick
twilightforest,block.twilightforest.underbrick_floor,Underbrick Floor
twilightforest,block.twilightforest.green_thorns,Green Thorns
twilightforest,block.twilightforest.burnt_thorns,Burnt Thorns
twilightforest,block.twilightforest.thorn_rose,Thorn Rose
twilightforest,block.twilightforest.thorn_leaves,Thorn Leaves
twilightforest,block.twilightforest.beanstalk_leaves,Beanstalk Leaves
twilightforest,block.twilightforest.weathered_deadrock,Weathered Deadrock
twilightforest,block.twilightforest.cracked_deadrock,Cracked Deadrock
twilightforest,block.twilightforest.deadrock,Deadrock
twilightforest,block.twilightforest.dark_leaves,Darkwood Leaves
twilightforest,block.twilightforest.hardened_dark_leaves,Thick Darkwood Leaves
twilightforest,block.twilightforest.auroralized_glass,Auroralized Glass
twilightforest,block.twilightforest.aurora_pillar,Aurora Pillar
twilightforest,block.twilightforest.aurora_slab,Aurora Slab
twilightforest,block.twilightforest.trollsteinn,Trollsteinn
twilightforest,block.twilightforest.wispy_cloud,Wispy Cloud
twilightforest,block.twilightforest.fluffy_cloud,Fluffy Cloud
twilightforest,block.twilightforest.giant_cobblestone,Giant Cobblestone
twilightforest,block.twilightforest.giant_log,Giant Log
twilightforest,block.twilightforest.giant_leaves,Giant Leaves
twilightforest,block.twilightforest.giant_obsidian,Giant Obsidian
twilightforest,block.twilightforest.uberous_soil,Uberous Soil
twilightforest,block.twilightforest.huge_stalk,Huge Stalk
twilightforest,block.twilightforest.huge_mushgloom,Huge Mushgloom
twilightforest,block.twilightforest.huge_mushgloom_stem,Huge Mushgloom Stem
twilightforest,block.twilightforest.trollvidr,Trollvidr
twilightforest,block.twilightforest.unripe_trollber,Unripe Trollber
twilightforest,block.twilightforest.trollber,Trollber
twilightforest,block.twilightforest.slider,Slide Trap
twilightforest,block.twilightforest.knightmetal_block,Block of Knightmetal
twilightforest,block.twilightforest.huge_lily_pad,Huge Lily Pad
twilightforest,block.twilightforest.huge_water_lily,Huge Water Lily
twilightforest,block.twilightforest.castle_brick,Castle Brick
twilightforest,block.twilightforest.worn_castle_brick,Worn Castle Brick
twilightforest,block.twilightforest.cracked_castle_brick,Cracked Castle Brick
twilightforest,block.twilightforest.castle_roof_tile,Castle Roof Tile
twilightforest,block.twilightforest.mossy_castle_brick,Mossy Castle Brick
twilightforest,block.twilightforest.thick_castle_brick,Thick Castle Brick
twilightforest,block.twilightforest.castle_brick_stairs,Castle Brick Stairs
twilightforest,block.twilightforest.worn_castle_brick_stairs,Worn Castle Brick Stairs
twilightforest,block.twilightforest.cracked_castle_brick_stairs,Cracked Castle Brick Stairs
twilightforest,block.twilightforest.mossy_castle_brick_stairs,Mossy Castle Brick Stairs
twilightforest,block.twilightforest.yellow_castle_door,Yellow Castle Door
twilightforest,block.twilightforest.violet_castle_door,Violet Castle Door
twilightforest,block.twilightforest.pink_castle_door,Pink Castle Door
twilightforest,block.twilightforest.blue_castle_door,Blue Castle Door
twilightforest,block.twilightforest.pink_castle_rune_brick,Pink Castle Rune Brick
twilightforest,block.twilightforest.blue_castle_rune_brick,Blue Castle Rune Brick
twilightforest,block.twilightforest.yellow_castle_rune_brick,Yellow Castle Rune Brick
twilightforest,block.twilightforest.violet_castle_rune_brick,Violet Castle Rune Brick
twilightforest,block.twilightforest.encased_castle_brick_pillar,Encased Castle Brick Pillar
twilightforest,block.twilightforest.encased_castle_brick_tile,Encased Castle Brick Tile
twilightforest,block.twilightforest.bold_castle_brick_pillar,Bold Castle Brick Pillar
twilightforest,block.twilightforest.bold_castle_brick_tile,Bold Castle Brick Tiles
twilightforest,block.twilightforest.encased_castle_brick_stairs,Encased Castle Brick Stairs
twilightforest,block.twilightforest.bold_castle_brick_stairs,Bold Castle Brick Stairs
twilightforest,block.twilightforest.violet_force_field,Violet Force Field
twilightforest,block.twilightforest.pink_force_field,Pink Force Field
twilightforest,block.twilightforest.orange_force_field,Orange Force Field
twilightforest,block.twilightforest.green_force_field,Green Force Field
twilightforest,block.twilightforest.blue_force_field,Blue Force Field
twilightforest,block.twilightforest.ironwood_block,Block of Ironwood
twilightforest,block.twilightforest.fiery_block,Block of Fiery Metal
twilightforest,block.twilightforest.steeleaf_block,Block of Steeleaf
twilightforest,block.twilightforest.arctic_fur_block,Block of Arctic Fur
twilightforest,block.twilightforest.carminite_block,Block of Carminite
twilightforest,block.twilightforest.cinder_furnace,Cinder Furnace
twilightforest,block.twilightforest.cinder_log,Cinder Log
twilightforest,block.twilightforest.cinder_wood,Cinder Wood
twilightforest,block.twilightforest.twilight_portal_miniature_structure,Miniature Twilight Portal
twilightforest,block.twilightforest.naga_courtyard_miniature_structure,Miniature Naga Courtyard
twilightforest,block.twilightforest.lich_tower_miniature_structure,Miniature Lich Tower
twilightforest,block.twilightforest.twisted_stone,Twisted Stone
twilightforest,block.twilightforest.twisted_stone_pillar,Twisted Stone Pillar
twilightforest,block.twilightforest.bold_stone_pillar,Bold Stone Pillar
twilightforest,block.twilightforest.empty_canopy_bookshelf,Empty Canopy Bookshelf
twilightforest,block.twilightforest.death_tome_spawner,Death Tome Spawner
twilightforest,block.twilightforest.etched_nagastone,Etched Nagastone
twilightforest,block.twilightforest.nagastone_pillar,Nagastone Pillar
twilightforest,block.twilightforest.nagastone_stairs_left,Nagastone Stairs (Left)
twilightforest,block.twilightforest.nagastone_stairs_right,Nagastone Stairs (Right)
twilightforest,block.twilightforest.mossy_etched_nagastone,Mossy Etched Nagastone
twilightforest,block.twilightforest.mossy_nagastone_pillar,Mossy Nagastone Pillar
twilightforest,block.twilightforest.mossy_nagastone_stairs_left,Mossy Nagastone Stairs (Left)
twilightforest,block.twilightforest.mossy_nagastone_stairs_right,Mossy Nagastone Stairs (Right)
twilightforest,block.twilightforest.cracked_etched_nagastone,Ruined Etched Nagastone
twilightforest,block.twilightforest.cracked_nagastone_pillar,Ruined Nagastone Pillar
twilightforest,block.twilightforest.cracked_nagastone_stairs_left,Weathered Nagastone Stairs (Left)
twilightforest,block.twilightforest.cracked_nagastone_stairs_right,Weathered Nagastone Stairs (Right)
twilightforest,block.twilightforest.iron_ladder,Iron Ladder
twilightforest,block.twilightforest.experiment_115,Experiment 115
twilightforest,block.twilightforest.hydra_trophy,Hydra Trophy
twilightforest,block.twilightforest.naga_trophy,Naga Trophy
twilightforest,block.twilightforest.minoshroom_trophy,Minoshroom Trophy
twilightforest,block.twilightforest.knight_phantom_trophy,Knight Phantom Trophy
twilightforest,block.twilightforest.lich_trophy,Lich Trophy
twilightforest,block.twilightforest.ur_ghast_trophy,Ur-Ghast Trophy
twilightforest,block.twilightforest.alpha_yeti_trophy,Alpha Yeti Trophy
twilightforest,block.twilightforest.snow_queen_trophy,Snow Queen Trophy
twilightforest,block.twilightforest.quest_ram_trophy,Quest Ram Trophy
twilightforest,block.twilightforest.keepsake_casket,Keepsake Casket
twilightforest,block.twilightforest.casket.broken,Your Keepsake Casket was too damaged to hold any more items. All items that would be stored in your casket were dropped on the ground.
twilightforest,block.twilightforest.casket.locked,This Casket can only be opened by %s!
twilightforest,block.twilightforest.candelabra,Candelabra
twilightforest,block.twilightforest.red_thread,Red Thread
twilightforest,block.twilightforest.zombie_skull_candle,Zombie Skull Candle
twilightforest,block.twilightforest.zombie_wall_skull_candle,Zombie Wall Skull Candle
twilightforest,block.twilightforest.skeleton_skull_candle,Skeleton Skull Candle
twilightforest,block.twilightforest.skeleton_wall_skull_candle,Skeleton Wall Skull Candle
twilightforest,block.twilightforest.wither_skeleton_skull_candle,Wither Skeleton Skull Candle
twilightforest,block.twilightforest.wither_skeleton_wall_skull_candle,Wither Skeleton Wall Skull Candle
twilightforest,block.twilightforest.creeper_skull_candle,Creeper Skull Candle
twilightforest,block.twilightforest.creeper_wall_skull_candle,Creeper Wall Skull Candle
twilightforest,block.twilightforest.player_skull_candle,Player Skull Candle
twilightforest,block.twilightforest.player_skull_candle.named,%s's Head with Candles
twilightforest,block.twilightforest.player_wall_skull_candle,Player Wall Skull Candle
twilightforest,block.twilightforest.potted_twilight_oak_sapling,Potted Sickly Twilight Oak Sapling
twilightforest,block.twilightforest.potted_canopy_sapling,Potted Canopy Tree Sapling
twilightforest,block.twilightforest.potted_mangrove_sapling,Potted Twilight Mangrove Sapling
twilightforest,block.twilightforest.potted_darkwood_sapling,Potted Darkwood Sapling
twilightforest,block.twilightforest.potted_hollow_oak_sapling,Potted Robust Twilight Oak Sapling
twilightforest,block.twilightforest.potted_rainbow_oak_sapling,Potted Rainbow Oak Sapling
twilightforest,block.twilightforest.potted_time_sapling,Potted Tree of Time Sapling
twilightforest,block.twilightforest.potted_transformation_sapling,Potted Tree of Transformation Sapling
twilightforest,block.twilightforest.potted_mining_sapling,Potted Miner's Tree Sapling
twilightforest,block.twilightforest.potted_sorting_sapling,Potted Sorting Tree Sapling
twilightforest,block.twilightforest.potted_mayapple,Potted Mayapple
twilightforest,block.twilightforest.potted_fiddlehead,Potted Fiddlehead
twilightforest,block.twilightforest.potted_mushgloom,Potted Mushgloom
twilightforest,block.twilightforest.potted_thorn,Potted Thorn
twilightforest,block.twilightforest.potted_green_thorn,Potted Green Thorn
twilightforest,block.twilightforest.potted_dead_thorn,Potted Burnt Thorn
twilightforest,block.twilightforest.oak_banister,Oak Banister
twilightforest,block.twilightforest.spruce_banister,Spruce Banister
twilightforest,block.twilightforest.birch_banister,Birch Banister
twilightforest,block.twilightforest.jungle_banister,Jungle Banister
twilightforest,block.twilightforest.acacia_banister,Acacia Banister
twilightforest,block.twilightforest.dark_oak_banister,Dark Oak Banister
twilightforest,block.twilightforest.crimson_banister,Crimson Banister
twilightforest,block.twilightforest.warped_banister,Warped Banister
twilightforest,block.twilightforest.vangrove_banister,Mangrove Banister
twilightforest,block.twilightforest.banister.cycle,Right click with an axe to cycle
twilightforest,block.twilightforest.canopy_planks,Canopy Planks
twilightforest,block.twilightforest.canopy_stairs,Canopy Stairs
twilightforest,block.twilightforest.canopy_slab,Canopy Slab
twilightforest,block.twilightforest.canopy_button,Canopy Button
twilightforest,block.twilightforest.canopy_fence,Canopy Fence
twilightforest,block.twilightforest.canopy_fence_gate,Canopy Fence Gate
twilightforest,block.twilightforest.canopy_pressure_plate,Canopy Pressure Plate
twilightforest,block.twilightforest.canopy_trapdoor,Canopy Trapdoor
twilightforest,block.twilightforest.canopy_door,Canopy Door
twilightforest,block.twilightforest.canopy_sign,Canopy Sign
twilightforest,block.twilightforest.canopy_wall_sign,Canopy Wall Sign
twilightforest,block.twilightforest.canopy_banister,Canopy Banister
twilightforest,block.twilightforest.canopy_bookshelf,Canopy Bookshelf
twilightforest,block.twilightforest.dark_planks,Darkwood Planks
twilightforest,block.twilightforest.dark_stairs,Darkwood Stairs
twilightforest,block.twilightforest.dark_slab,Darkwood Slab
twilightforest,block.twilightforest.dark_button,Darkwood Button
twilightforest,block.twilightforest.dark_fence,Darkwood Fence
twilightforest,block.twilightforest.dark_fence_gate,Darkwood Fence Gate
twilightforest,block.twilightforest.dark_pressure_plate,Darkwood Pressure Plate
twilightforest,block.twilightforest.dark_trapdoor,Darkwood Trapdoor
twilightforest,block.twilightforest.dark_door,Darkwood Door
twilightforest,block.twilightforest.darkwood_sign,Darkwood Sign
twilightforest,block.twilightforest.darkwood_wall_sign,Darkwood Wall Sign
twilightforest,block.twilightforest.darkwood_banister,Darkwood Banister
twilightforest,block.twilightforest.mangrove_planks,Mangrove Planks
twilightforest,block.twilightforest.mangrove_stairs,Mangrove Stairs
twilightforest,block.twilightforest.mangrove_slab,Mangrove Slab
twilightforest,block.twilightforest.mangrove_button,Mangrove Button
twilightforest,block.twilightforest.mangrove_fence,Mangrove Fence
twilightforest,block.twilightforest.mangrove_fence_gate,Mangrove Fence Gate
twilightforest,block.twilightforest.mangrove_pressure_plate,Mangrove Pressure Plate
twilightforest,block.twilightforest.mangrove_trapdoor,Mangrove Trapdoor
twilightforest,block.twilightforest.mangrove_door,Mangrove Door
twilightforest,block.twilightforest.mangrove_sign,Mangrove Sign
twilightforest,block.twilightforest.mangrove_wall_sign,Mangrove Wall Sign
twilightforest,block.twilightforest.mangrove_banister,Mangrove Banister
twilightforest,block.twilightforest.twilight_oak_planks,Twilight Oak Planks
twilightforest,block.twilightforest.twilight_oak_stairs,Twilight Oak Stairs
twilightforest,block.twilightforest.twilight_oak_slab,Twilight Oak Slab
twilightforest,block.twilightforest.twilight_oak_button,Twilight Oak Button
twilightforest,block.twilightforest.twilight_oak_fence,Twilight Oak Fence
twilightforest,block.twilightforest.twilight_oak_fence_gate,Twilight Oak Fence Gate
twilightforest,block.twilightforest.twilight_oak_pressure_plate,Twilight Oak Pressure Plate
twilightforest,block.twilightforest.twilight_oak_trapdoor,Twilight Oak Trapdoor
twilightforest,block.twilightforest.twilight_oak_door,Twilight Oak Door
twilightforest,block.twilightforest.twilight_oak_sign,Twilight Oak Sign
twilightforest,block.twilightforest.twilight_wall_sign,Twilight Oak Wall Sign
twilightforest,block.twilightforest.twilight_oak_banister,Twilight Oak Banister
twilightforest,block.twilightforest.time_planks,Timewood Planks
twilightforest,block.twilightforest.time_stairs,Timewood Stairs
twilightforest,block.twilightforest.time_slab,Timewood Slab
twilightforest,block.twilightforest.time_button,Timewood Button
twilightforest,block.twilightforest.time_fence,Timewood Fence
twilightforest,block.twilightforest.time_fence_gate,Timewood Fence Gate
twilightforest,block.twilightforest.time_pressure_plate,Timewood Pressure Plate
twilightforest,block.twilightforest.time_trapdoor,Timewood Trapdoor
twilightforest,block.twilightforest.time_door,Timewood Door
twilightforest,block.twilightforest.time_sign,Timewood Sign
twilightforest,block.twilightforest.time_wall_sign,Timewood Wall Sign
twilightforest,block.twilightforest.time_banister,Timewood Banister
twilightforest,block.twilightforest.transformation_planks,Transwood Planks
twilightforest,block.twilightforest.transformation_stairs,Transwood Stairs
twilightforest,block.twilightforest.transformation_slab,Transwood Slab
twilightforest,block.twilightforest.transformation_button,Transwood Button
twilightforest,block.twilightforest.transformation_fence,Transwood Fence
twilightforest,block.twilightforest.transformation_fence_gate,Transwood Fence Gate
twilightforest,block.twilightforest.transformation_pressure_plate,Transwood Pressure Plate
twilightforest,block.twilightforest.transformation_trapdoor,Transwood Trapdoor
twilightforest,block.twilightforest.transformation_door,Transwood Door
twilightforest,block.twilightforest.transformation_sign,Transwood Sign
twilightforest,block.twilightforest.transformation_wall_sign,Transwood Wall Sign
twilightforest,block.twilightforest.transformation_banister,Transwood Banister
twilightforest,block.twilightforest.mining_planks,Minewood Planks
twilightforest,block.twilightforest.mining_stairs,Minewood Stairs
twilightforest,block.twilightforest.mining_slab,Minewood Slab
twilightforest,block.twilightforest.mining_button,Minewood Button
twilightforest,block.twilightforest.mining_fence,Minewood Fence
twilightforest,block.twilightforest.mining_fence_gate,Minewood Fence Gate
twilightforest,block.twilightforest.mining_pressure_plate,Minewood Pressure Plate
twilightforest,block.twilightforest.mining_trapdoor,Minewood Trapdoor
twilightforest,block.twilightforest.mining_door,Minewood Door
twilightforest,block.twilightforest.mining_sign,Minewood Sign
twilightforest,block.twilightforest.mining_wall_sign,Minewood Wall Sign
twilightforest,block.twilightforest.mining_banister,Minewood Banister
twilightforest,block.twilightforest.sorting_planks,Sortingwood Planks
twilightforest,block.twilightforest.sorting_stairs,Sortingwood Stairs
twilightforest,block.twilightforest.sorting_slab,Sortingwood Slab
